model,val loss,val F1,val IoU,val precision,val recall,test loss,test F1,test IoU,test precision,test recall,is best val loss,is best val F1,is best val IoU,is best val precision,is best val recall,is best test loss,is best test F1,is best test IoU,is best test precision,is best test recall
IPAD1_L1_25%,0.06362226605415344,0.9390957133202338,0.8851842009793855,0.9496191248251258,0.9288029804604617,0.05752551555633545,0.9448431789498888,0.8954528465347582,0.9515583373429634,0.9382221342987567,False,False,False,False,False,False,False,False,False,False
IPAD1_L1_3%,0.17967966198921204,0.9017999114706868,0.8211617544835192,0.8695452421839426,0.9365396527849291,0.16909798979759216,0.9091115533387399,0.8333680277952701,0.877136003098,0.9435066105730727,False,False,False,False,False,False,False,False,False,False
IPAD2_L2_75%,0.058906376361846924,0.9435065602152157,0.8930548214359146,0.9564525110500122,0.9309063859616842,0.04922094941139221,0.9529076708584802,0.9100512384039152,0.9616485714965411,0.9443242396616248,False,False,False,False,False,False,False,False,False,False
IPAD2_L2_50%,0.06304284930229187,0.9376567567669818,0.8826306965660371,0.9296832398570508,0.9457682281116554,0.06412681937217712,0.9362248315546038,0.8800965272791665,0.922936066425816,0.9499018598671468,False,False,False,False,False,False,False,False,False,False
IPAD2_L2_25%,0.06506586074829102,0.9392906072563839,0.885530583289008,0.9416539158989412,0.9369391315075382,0.057874202728271484,0.9460062128956651,0.8975443920733662,0.9462162512903469,0.9457962677277413,False,False,False,False,False,False,False,False,False,False
IPAD2_L2_3%,0.2378857135772705,0.8796302256723371,0.7851249166376394,0.8281877024804863,0.9378866519637029,0.24369549751281738,0.8653822590884652,0.7627082037279184,0.8039030193374284,0.9370435458705689,False,False,False,False,False,False,False,False,False,False
IPAD1_75%,0.05678257346153259,0.9447892832836804,0.895356034881586,0.9448797794613962,0.9446988044389081,0.0482429563999176,0.9530589460369705,0.9103272265705094,0.95079881030465,0.9553298524709303,False,False,False,False,False,True,True,True,False,False
IPAD1_50%,0.058440446853637695,0.9434753624916037,0.8929989221232012,0.9537970652861494,0.9333746647269489,0.049892306327819824,0.9517877026177209,0.9080104335683132,0.962146098491208,0.9416499666294963,False,False,False,False,False,False,False,False,False,False
IPAD1_25%,0.06279304623603821,0.9417919416338114,0.8899874974377754,0.9481081788945247,0.9355593041898219,0.054788827896118164,0.9492845805173623,0.9034649753068067,0.9551152695769897,0.9435246486831638,False,False,False,False,False,False,False,False,False,False
IPAD1_3%,0.1652456521987915,0.8993344523688029,0.8170824046453622,0.868490185092028,0.9324502494258996,0.15989947319030762,0.900759547329515,0.8194381357975118,0.8740755968891669,0.9291240269893497,False,False,False,False,False,False,False,False,False,False
IPAD2_75%,0.07971155643463135,0.94320370977889,0.892512320971099,0.9334549759641302,0.9531582185611761,0.07320791482925415,0.9480590599427094,0.9012474216385916,0.940694536495334,0.9555398042441209,False,False,False,False,False,False,False,False,False,False
IPAD2_50%,0.0839686393737793,0.9412646634805071,0.8890462337592686,0.9397306841854671,0.9428036589783653,0.0743984580039978,0.9493438962952284,0.9035724372110902,0.9510320911586467,0.9476616843040941,False,False,False,False,False,False,False,False,False,False
IPAD2_25%,0.08471706509590149,0.9397084120980765,0.8862735711763463,0.9387058550811243,0.9407131129073656,0.07994246482849121,0.9428131770055387,0.8918132126685407,0.938739737742749,0.9469221217903623,False,False,False,False,False,False,False,False,False,False
IPAD2_3%,0.6642293334007263,0.6068868348289962,0.43563355081387173,0.4455467945063508,0.9514076632794788,0.6484611332416534,0.6276905870956111,0.4573972758571636,0.46887392873740796,0.9492044848458683,False,False,False,False,False,False,False,False,False,False
L1_75%,0.05792313814163208,0.9439712590575922,0.8938878483697188,0.9537647332899277,0.9343768638986133,0.051573723554611206,0.9500300511490146,0.9048164208781995,0.9610281162732298,0.9392808629353012,False,False,False,False,False,False,False,False,False,False
L1_50%,0.059974849224090576,0.9402581821755028,0.8872521272263487,0.9436689191067633,0.9368720115546685,0.05199655890464783,0.9480621942314723,0.901253086477707,0.9499177191328002,0.9462139041892476,False,False,False,False,False,False,False,False,False,False
L1_25%,0.3843892216682434,0.9313036628813324,0.8714389958444487,0.9030531075133019,0.9613788445645123,0.3880208730697632,0.9375111524626718,0.8823726993800134,0.910568055807427,0.9660973227994714,False,False,False,False,True,False,False,False,False,True
L1_3%,0.4425579905509949,0.8714661006577733,0.7722108313854931,0.8148458264425109,0.9365425801348986,0.42444083094596863,0.8837411140611792,0.7916990629982003,0.8267469583679974,0.9491752098803107,False,False,False,False,False,False,False,False,False,False
L2_75%,0.057949066162109375,0.9434859816596511,0.8930179489163329,0.9421173912295634,0.9448585541086664,0.05559810996055603,0.9455000981355332,0.8966336520883401,0.9444136414255869,0.9465890574515777,False,False,False,False,False,False,False,False,False,False
L2_50%,0.060110628604888916,0.940686445809937,0.8880151132675475,0.9528109314333832,0.928866650322296,0.05533081293106079,0.9451746716507513,0.8960485174639338,0.9513954280568028,0.939034736373021,False,False,False,False,False,False,False,False,False,False
L2_25%,0.06500837206840515,0.9403081634204723,0.887341141039265,0.9432202636521765,0.9374139894918591,0.059863507747650146,0.9450770471545191,0.8958730536721469,0.9482910491085828,0.9418847577674024,False,False,False,False,False,False,False,False,False,False
L2_3%,0.1653287410736084,0.8854232398810061,0.7944031057910061,0.866974033706977,0.9046747165305885,0.15120059251785278,0.8967851975834233,0.8128835795341287,0.877558375259064,0.9168733903081333,False,False,False,False,False,False,False,False,False,False
